,Attack,Adv_param,Defence,FPR,Acc_on_adv
74,apgd2,0.3,fs,4.9,82.5
75,apgd2,0.3,lid,0.0,46.9
76,apgd2,0.3,rc,0.4,52.1
77,apgd2,0.3,magnet,0.1,69.69999999999999
78,apgd2,0.6,baard_2stage,4.7,18.099999999999998
79,apgd2,0.6,baard_3stage,7.5,30.3
80,apgd2,0.6,fs,4.9,77.60000000000001
81,apgd2,0.6,lid,4.3999999999999995,16.3
82,apgd2,0.6,rc,0.4,12.7
83,apgd2,0.6,magnet,0.1,46.6
84,apgd2,1.0,baard_2stage,4.2,11.600000000000001
85,apgd2,1.0,baard_3stage,7.6,26.3
86,apgd2,1.0,fs,4.9,72.2
87,apgd2,1.0,lid,3.6999999999999997,10.6
88,apgd2,1.0,rc,0.4,0.8999999999999999
89,apgd2,1.0,magnet,0.1,32.9
90,apgd2,1.5,baard_2stage,5.4,11.899999999999999
91,apgd2,1.5,baard_3stage,7.7,26.200000000000003
92,apgd2,1.5,fs,4.9,60.9
93,apgd2,1.5,lid,1.5,3.4000000000000004
94,apgd2,1.5,rc,0.4,0.2
95,apgd2,1.5,magnet,0.1,23.5
96,apgd2,2.0,baard_2stage,4.5,14.7
97,apgd2,2.0,baard_3stage,8.3,26.6
98,apgd2,2.0,fs,4.9,44.9
99,apgd2,2.0,lid,0.0,0.0
100,apgd2,2.0,rc,0.4,0.0
101,apgd2,2.0,magnet,0.1,17.8
102,apgd2,3.0,baard_2stage,4.6,16.5
103,apgd2,3.0,baard_3stage,7.7,28.599999999999998
104,apgd2,3.0,fs,4.9,27.800000000000004
105,apgd2,3.0,lid,0.0,0.0
106,apgd2,3.0,rc,0.4,0.0
107,apgd2,3.0,magnet,0.1,12.2
108,apgd2,5.0,baard_2stage,4.7,18.6
109,apgd2,5.0,baard_3stage,7.9,28.799999999999997
110,apgd2,5.0,fs,4.9,9.2
111,apgd2,5.0,lid,0.0,0.0
112,apgd2,5.0,rc,0.4,0.0
113,apgd2,5.0,magnet,0.1,10.2
114,cw2,0.0,baard_2stage,4.3,9.4
115,cw2,0.0,baard_3stage,7.7,19.6
116,cw2,0.0,fs,4.9,1.7999999999999998
117,cw2,0.0,lid,3.8,71.8
118,cw2,0.0,rc,0.4,94.8
119,cw2,0.0,magnet,0.1,82.1
120,cw2,10.0,baard_2stage,4.6,8.7
121,cw2,10.0,baard_3stage,8.3,20.1
122,cw2,10.0,fs,4.9,83.1
123,cw2,10.0,lid,0.0,0.0
124,cw2,10.0,rc,0.4,0.0
125,cw2,10.0,magnet,0.1,51.1
126,cw2,5.0,baard_2stage,4.7,9.2
127,cw2,5.0,baard_3stage,8.0,19.6
128,cw2,5.0,fs,4.9,92.10000000000001
129,cw2,5.0,lid,5.2,20.7
130,cw2,5.0,rc,0.4,4.2
131,cw2,5.0,magnet,0.1,72.3
132,cwinf,0.0,baard_2stage,4.7,13.600000000000001
133,cwinf,0.0,baard_3stage,7.7,23.400000000000002
134,cwinf,0.0,fs,4.9,42.3
135,cwinf,0.0,lid,1.6,17.2
136,cwinf,0.0,rc,0.4,6.0
137,cwinf,0.0,magnet,0.1,35.6
138,cwinf,5.0,baard_2stage,4.9,17.599999999999998
139,cwinf,5.0,baard_3stage,7.8,26.900000000000002
140,cwinf,5.0,fs,4.9,44.0
141,cwinf,5.0,lid,0.0,0.3
142,cwinf,5.0,rc,0.4,0.3
143,cwinf,5.0,magnet,0.1,14.7
144,deepfool,1e-06,baard_2stage,4.2,90.8
145,deepfool,1e-06,baard_3stage,7.3999999999999995,91.4
146,deepfool,1e-06,fs,4.9,10.2
147,deepfool,1e-06,lid,1.2,64.7
148,deepfool,1e-06,rc,0.4,10.4
149,deepfool,1e-06,magnet,0.1,88.0
150,fgsm,0.031,baard_2stage,4.7,65.2
151,fgsm,0.031,baard_3stage,8.0,69.89999999999999
152,fgsm,0.031,fs,4.9,70.0
153,fgsm,0.031,lid,0.0,60.199999999999996
154,fgsm,0.031,rc,0.4,60.4
155,fgsm,0.031,magnet,0.1,63.2
156,fgsm,0.3,baard_2stage,4.2,100.0
157,fgsm,0.3,baard_3stage,7.7,99.7
158,fgsm,0.3,fs,4.9,20.4
159,fgsm,0.3,lid,1.9,35.099999999999994
160,fgsm,0.3,rc,0.4,11.4
161,fgsm,0.3,magnet,0.1,96.2
162,fgsm,0.6,baard_2stage,4.7,100.0
163,fgsm,0.6,baard_3stage,7.3999999999999995,100.0
164,fgsm,0.6,fs,4.9,11.200000000000001
165,fgsm,0.6,lid,1.6,63.9
166,fgsm,0.6,rc,0.4,11.0
167,fgsm,0.6,magnet,0.1,100.0
168,fgsm,1.0,baard_2stage,4.8,100.0
169,fgsm,1.0,baard_3stage,7.8,100.0
170,fgsm,1.0,fs,4.9,12.4
171,fgsm,1.0,lid,1.5,74.5
172,fgsm,1.0,rc,0.4,12.3
173,fgsm,1.0,magnet,0.1,100.0
174,fgsm,1.5,baard_2stage,4.1000000000000005,100.0
175,fgsm,1.5,baard_3stage,7.3,100.0
176,fgsm,1.5,fs,4.9,12.4
177,fgsm,1.5,lid,1.3,63.800000000000004
178,fgsm,1.5,rc,0.4,12.3
179,fgsm,1.5,magnet,0.1,100.0
180,line,0.0,baard_2stage,5.2,86.3
181,line,0.0,baard_3stage,7.8,86.6
182,line,0.0,fs,4.9,93.10000000000001
183,line,0.0,lid,0.0,78.10000000000001
184,line,0.0,rc,0.4,78.4
185,line,0.0,magnet,0.1,79.7
186,line,0.5,baard_2stage,4.6,93.7
187,line,0.5,baard_3stage,7.7,94.0
188,line,0.5,fs,4.9,95.1
189,line,0.5,lid,0.0,93.30000000000001
190,line,0.5,rc,0.4,93.0
191,line,0.5,magnet,0.1,88.5
192,line,1.0,baard_2stage,5.1,83.2
193,line,1.0,baard_3stage,8.200000000000001,84.39999999999999
194,line,1.0,fs,4.9,80.60000000000001
195,line,1.0,lid,0.0,75.3
196,line,1.0,rc,0.4,75.9
197,line,1.0,magnet,0.1,74.5
198,watermark,0.1,baard_2stage,5.3,98.6
199,watermark,0.1,baard_3stage,7.199999999999999,98.6
200,watermark,0.1,fs,4.9,98.7
201,watermark,0.1,lid,0.0,98.5
202,watermark,0.1,rc,0.4,98.3
203,watermark,0.1,magnet,0.1,92.80000000000001
204,watermark,0.3,baard_2stage,4.6,95.39999999999999
205,watermark,0.3,baard_3stage,7.199999999999999,95.5
206,watermark,0.3,fs,4.9,95.5
207,watermark,0.3,lid,0.0,93.89999999999999
208,watermark,0.3,rc,0.4,93.89999999999999
209,watermark,0.3,magnet,0.1,88.8
210,watermark,0.6,baard_2stage,5.3,84.7
211,watermark,0.6,baard_3stage,7.9,85.7
212,watermark,0.6,fs,4.9,84.8
213,watermark,0.6,lid,0.0,79.9
214,watermark,0.6,rc,0.4,79.60000000000001
215,watermark,0.6,magnet,0.1,68.7
216,watermark,1.0,baard_2stage,4.3999999999999995,69.6
217,watermark,1.0,baard_3stage,7.5,66.9
218,watermark,1.0,fs,4.9,63.9
219,watermark,1.0,lid,0.1,51.7
220,watermark,1.0,rc,0.4,49.8
221,watermark,1.0,magnet,0.1,37.1
