,Attack,Epsilon,Without Defence,Defence,False Positive Rate,Score
121,cw2,5.0,0.0,baard_3stage,9.5,100.0
122,cw2,5.0,0.0,fs,72.2,100.0
123,cw2,5.0,0.0,lid,7.6,28.599999999999998
124,cw2,5.0,0.0,magnet,0.2,93.30000000000001
125,cw2,5.0,0.0,rc,0.8,3.1
126,cwinf,0.0,33.1,baard_2stage,6.2,68.2
127,cwinf,0.0,33.1,baard_3stage,9.5,68.30000000000001
128,cwinf,0.0,33.1,fs,72.1,84.5
129,cwinf,0.0,33.1,lid,5.1,15.5
130,cwinf,0.0,33.1,magnet,0.2,75.7
131,cwinf,0.0,33.1,rc,0.8,57.599999999999994
132,cwinf,5.0,60.0,baard_2stage,6.2,42.699999999999996
133,cwinf,5.0,60.0,baard_3stage,9.5,43.7
134,cwinf,5.0,60.0,fs,72.1,78.10000000000001
135,cwinf,5.0,60.0,lid,3.1,6.1
136,cwinf,5.0,60.0,magnet,0.2,69.89999999999999
137,cwinf,5.0,60.0,rc,0.8,59.9
138,deepfool,1e-06,1.6,baard_2stage,6.2,100.0
139,deepfool,1e-06,1.6,baard_3stage,9.5,100.0
140,deepfool,1e-06,1.6,fs,72.1,90.5
141,deepfool,1e-06,1.6,lid,1.5,58.199999999999996
142,deepfool,1e-06,1.6,magnet,0.2,98.6
143,deepfool,1e-06,1.6,rc,0.8,3.5999999999999996
144,fgsm,0.063,84.2,baard_2stage,6.2,100.0
145,fgsm,0.063,84.2,baard_3stage,9.5,100.0
146,fgsm,0.063,84.2,fs,72.2,93.2
147,fgsm,0.063,84.2,lid,3.8,10.299999999999999
148,fgsm,0.063,84.2,magnet,0.2,100.0
149,fgsm,0.063,84.2,rc,0.8,88.1
150,fgsm,0.3,6.9,baard_2stage,6.2,100.0
151,fgsm,0.3,6.9,baard_3stage,9.5,100.0
152,fgsm,0.3,6.9,fs,72.1,97.39999999999999
153,fgsm,0.3,6.9,lid,3.0,59.199999999999996
154,fgsm,0.3,6.9,magnet,0.2,100.0
155,fgsm,0.3,6.9,rc,0.8,8.1
156,fgsm,0.6,0.8,baard_2stage,6.2,100.0
157,fgsm,0.6,0.8,baard_3stage,9.5,100.0
158,fgsm,0.6,0.8,fs,72.5,91.60000000000001
159,fgsm,0.6,0.8,lid,0.2,58.099999999999994
160,fgsm,0.6,0.8,magnet,0.2,100.0
161,fgsm,0.6,0.8,rc,0.8,1.0
162,fgsm,1.0,0.4,baard_2stage,6.2,100.0
163,fgsm,1.0,0.4,baard_3stage,9.5,100.0
164,fgsm,1.0,0.4,fs,72.1,84.0
165,fgsm,1.0,0.4,lid,0.3,57.099999999999994
166,fgsm,1.0,0.4,magnet,0.2,100.0
167,fgsm,1.0,0.4,rc,0.8,0.5
168,fgsm,1.5,0.4,baard_2stage,6.2,100.0
169,fgsm,1.5,0.4,baard_3stage,9.5,100.0
170,fgsm,1.5,0.4,fs,72.1,84.1
171,fgsm,1.5,0.4,lid,0.4,61.4
172,fgsm,1.5,0.4,magnet,0.2,100.0
173,fgsm,1.5,0.4,rc,0.8,0.5
174,line,0.0,99.6,baard_3stage,9.5,12.3
175,line,0.0,99.6,fs,74.9,79.80000000000001
176,line,0.0,99.6,lid,0.0,0.0
177,line,0.0,99.6,magnet,0.2,99.3
178,line,0.0,99.6,rc,0.8,98.8
179,line,0.5,99.0,baard_3stage,9.5,68.60000000000001
180,line,0.5,99.0,fs,79.5,84.1
181,line,0.5,99.0,lid,0.0,0.0
182,line,0.5,99.0,magnet,0.2,99.6
183,line,0.5,99.0,rc,0.8,98.6
184,line,1.0,96.8,baard_3stage,9.5,83.5
185,line,1.0,96.8,fs,79.2,85.7
186,line,1.0,96.8,lid,0.1,0.3
187,line,1.0,96.8,magnet,0.2,98.4
188,line,1.0,96.8,rc,0.8,94.39999999999999
189,shadow,0.3,99.8,baard_2stage,6.2,98.6
190,shadow,0.3,99.8,baard_3stage,9.5,98.6
191,shadow,0.3,99.8,fs,72.3,72.8
192,shadow,0.3,99.8,lid,0.0,0.0
193,shadow,0.3,99.8,magnet,0.2,100.0
194,shadow,0.3,99.8,rc,0.8,99.1
195,watermark,0.1,99.8,baard_2stage,6.2,12.0
196,watermark,0.1,99.8,baard_3stage,9.5,15.0
197,watermark,0.1,99.8,fs,79.5,81.2
198,watermark,0.1,99.8,lid,0.0,0.0
199,watermark,0.1,99.8,magnet,0.2,99.8
200,watermark,0.1,99.8,rc,0.8,99.0
201,watermark,0.3,98.4,baard_2stage,6.2,14.099999999999998
202,watermark,0.3,98.4,baard_3stage,9.5,19.0
203,watermark,0.3,98.4,fs,72.2,79.7
204,watermark,0.3,98.4,lid,0.0,0.0
205,watermark,0.3,98.4,magnet,0.2,99.0
206,watermark,0.3,98.4,rc,0.8,97.89999999999999
207,watermark,0.6,93.60000000000001,baard_2stage,6.2,18.099999999999998
208,watermark,0.6,93.60000000000001,baard_3stage,9.5,29.5
209,watermark,0.6,93.60000000000001,fs,72.2,88.6
210,watermark,0.6,93.60000000000001,lid,0.0,0.8
211,watermark,0.6,93.60000000000001,magnet,0.2,93.60000000000001
212,watermark,0.6,93.60000000000001,rc,0.8,92.80000000000001
213,watermark,1.0,74.0,baard_2stage,6.2,32.9
214,watermark,1.0,74.0,baard_3stage,9.5,45.9
215,watermark,1.0,74.0,fs,72.0,92.7
216,watermark,1.0,74.0,lid,1.2,2.6
217,watermark,1.0,74.0,magnet,0.2,73.3
218,watermark,1.0,74.0,rc,0.8,73.5
