,Attack,Adv_param,Defence,FPR,Acc_on_adv
120,cw2,5.0,baard_2stage,6.2,100.0
121,cw2,5.0,baard_3stage,9.5,100.0
122,cw2,5.0,fs,72.2,100.0
123,cw2,5.0,lid,7.6,28.599999999999998
124,cw2,5.0,magnet,0.2,93.30000000000001
125,cw2,5.0,rc,0.8,3.1
126,cwinf,0.0,baard_2stage,6.2,100.0
127,cwinf,0.0,baard_3stage,9.5,100.0
128,cwinf,0.0,fs,72.1,99.9
129,cwinf,0.0,lid,5.1,48.0
130,cwinf,0.0,magnet,0.2,75.7
131,cwinf,0.0,rc,0.8,57.599999999999994
132,cwinf,5.0,baard_2stage,6.2,100.0
133,cwinf,5.0,baard_3stage,9.5,100.0
134,cwinf,5.0,fs,72.1,99.9
135,cwinf,5.0,lid,3.1,65.2
136,cwinf,5.0,magnet,0.2,69.89999999999999
137,cwinf,5.0,rc,0.8,59.9
138,deepfool,1e-06,baard_2stage,6.2,100.0
139,deepfool,1e-06,baard_3stage,9.5,100.0
140,deepfool,1e-06,fs,72.1,91.8
141,deepfool,1e-06,lid,1.5,59.699999999999996
142,deepfool,1e-06,magnet,0.2,98.6
143,deepfool,1e-06,rc,0.8,3.5999999999999996
144,fgsm,0.063,baard_2stage,6.2,100.0
145,fgsm,0.063,baard_3stage,9.5,100.0
146,fgsm,0.063,fs,72.2,100.0
147,fgsm,0.063,lid,3.8,88.4
148,fgsm,0.063,magnet,0.2,100.0
149,fgsm,0.063,rc,0.8,88.1
150,fgsm,0.3,baard_2stage,6.2,100.0
151,fgsm,0.3,baard_3stage,9.5,100.0
152,fgsm,0.3,fs,72.1,97.39999999999999
153,fgsm,0.3,lid,3.0,64.8
154,fgsm,0.3,magnet,0.2,100.0
155,fgsm,0.3,rc,0.8,8.1
156,fgsm,0.6,baard_2stage,6.2,100.0
157,fgsm,0.6,baard_3stage,9.5,100.0
158,fgsm,0.6,fs,72.5,91.60000000000001
159,fgsm,0.6,lid,0.2,58.599999999999994
160,fgsm,0.6,magnet,0.2,100.0
161,fgsm,0.6,rc,0.8,1.0
162,fgsm,1.0,baard_2stage,6.2,100.0
163,fgsm,1.0,baard_3stage,9.5,100.0
164,fgsm,1.0,fs,72.1,84.0
165,fgsm,1.0,lid,0.3,57.4
166,fgsm,1.0,magnet,0.2,100.0
167,fgsm,1.0,rc,0.8,0.5
168,fgsm,1.5,baard_2stage,6.2,100.0
169,fgsm,1.5,baard_3stage,9.5,100.0
170,fgsm,1.5,fs,72.1,84.1
171,fgsm,1.5,lid,0.4,61.5
172,fgsm,1.5,magnet,0.2,100.0
173,fgsm,1.5,rc,0.8,0.5
174,line,0.0,baard_3stage,9.5,99.7
175,line,0.0,fs,74.9,100.0
176,line,0.0,lid,0.0,99.6
177,line,0.0,magnet,0.2,99.3
178,line,0.0,rc,0.8,98.8
179,line,0.5,baard_3stage,9.5,99.8
180,line,0.5,fs,79.5,100.0
181,line,0.5,lid,0.0,99.0
182,line,0.5,magnet,0.2,99.6
183,line,0.5,rc,0.8,98.6
184,line,1.0,baard_3stage,9.5,100.0
185,line,1.0,fs,79.2,100.0
186,line,1.0,lid,0.1,96.8
187,line,1.0,magnet,0.2,98.4
188,line,1.0,rc,0.8,94.39999999999999
189,shadow,0.3,baard_2stage,6.2,100.0
190,shadow,0.3,baard_3stage,9.5,100.0
191,shadow,0.3,fs,72.3,100.0
192,shadow,0.3,lid,0.0,99.8
193,shadow,0.3,magnet,0.2,100.0
194,shadow,0.3,rc,0.8,99.1
195,watermark,0.1,baard_2stage,6.2,99.8
196,watermark,0.1,baard_3stage,9.5,99.9
197,watermark,0.1,fs,79.5,100.0
198,watermark,0.1,lid,0.0,99.8
199,watermark,0.1,magnet,0.2,99.8
200,watermark,0.1,rc,0.8,99.0
201,watermark,0.3,baard_2stage,6.2,98.7
202,watermark,0.3,baard_3stage,9.5,99.2
203,watermark,0.3,fs,72.2,100.0
204,watermark,0.3,lid,0.0,98.4
205,watermark,0.3,magnet,0.2,99.0
206,watermark,0.3,rc,0.8,97.89999999999999
207,watermark,0.6,baard_2stage,6.2,95.3
208,watermark,0.6,baard_3stage,9.5,96.3
209,watermark,0.6,fs,72.2,100.0
210,watermark,0.6,lid,0.0,93.7
211,watermark,0.6,magnet,0.2,93.60000000000001
212,watermark,0.6,rc,0.8,92.80000000000001
213,watermark,1.0,baard_2stage,6.2,84.3
214,watermark,1.0,baard_3stage,9.5,88.6
215,watermark,1.0,fs,72.0,99.6
216,watermark,1.0,lid,1.2,75.1
217,watermark,1.0,magnet,0.2,73.3
218,watermark,1.0,rc,0.8,73.5
