,Attack,Epsilon,Without Defence,Defence,False Positive Rate,Score
57,apgd1,2.0,91.7,rc,35.9,64.0
58,apgd1,2.0,91.7,magnet,0.1,91.5
59,apgd1,3.0,86.3,baard_2stage,12.8,14.499999999999998
60,apgd1,3.0,86.3,baard_3stage,17.9,19.8
61,apgd1,3.0,86.3,lid,0.0,0.0
62,apgd1,3.0,86.3,rc,35.9,63.5
63,apgd1,3.0,86.3,magnet,0.1,89.4
64,apgd1,5.0,76.2,baard_2stage,12.8,13.5
65,apgd1,5.0,76.2,baard_3stage,17.9,19.400000000000002
66,apgd1,5.0,76.2,lid,0.0,0.0
67,apgd1,5.0,76.2,rc,35.9,63.3
68,apgd1,5.0,76.2,magnet,0.1,84.8
69,apgd2,0.3,46.9,baard_2stage,12.8,14.2
70,apgd2,0.3,46.9,baard_3stage,17.9,24.9
71,apgd2,0.3,46.9,fs,51.0,47.699999999999996
72,apgd2,0.3,46.9,lid,0.0,0.0
73,apgd2,0.3,46.9,rc,36.1,59.5
74,apgd2,0.3,46.9,magnet,0.1,69.69999999999999
75,apgd2,0.6,10.0,baard_2stage,12.8,20.4
76,apgd2,0.6,10.0,baard_3stage,17.9,37.4
77,apgd2,0.6,10.0,fs,51.0,51.2
78,apgd2,0.6,10.0,lid,4.3999999999999995,6.5
79,apgd2,0.6,10.0,rc,35.9,49.8
80,apgd2,0.6,10.0,magnet,0.1,46.6
81,apgd2,1.0,0.8,baard_2stage,12.8,26.0
82,apgd2,1.0,0.8,baard_3stage,17.9,46.1
83,apgd2,1.0,0.8,fs,47.5,48.9
84,apgd2,1.0,0.8,lid,3.6999999999999997,9.8
85,apgd2,1.0,0.8,rc,36.0,41.9
86,apgd2,1.0,0.8,magnet,0.1,32.9
87,apgd2,1.5,0.2,baard_2stage,12.8,30.0
88,apgd2,1.5,0.2,baard_3stage,17.9,48.1
89,apgd2,1.5,0.2,fs,47.0,51.6
90,apgd2,1.5,0.2,lid,1.5,3.2
91,apgd2,1.5,0.2,rc,35.8,31.1
92,apgd2,1.5,0.2,magnet,0.1,23.5
93,apgd2,2.0,0.0,baard_2stage,12.8,32.7
94,apgd2,2.0,0.0,baard_3stage,17.9,48.8
95,apgd2,2.0,0.0,lid,0.0,0.0
96,apgd2,2.0,0.0,rc,36.3,24.099999999999998
97,apgd2,2.0,0.0,magnet,0.1,17.8
98,apgd2,3.0,0.0,baard_2stage,12.8,39.7
99,apgd2,3.0,0.0,baard_3stage,17.9,55.2
100,apgd2,3.0,0.0,lid,0.0,0.0
101,apgd2,3.0,0.0,rc,36.199999999999996,9.1
102,apgd2,3.0,0.0,magnet,0.1,12.2
103,apgd2,5.0,0.0,baard_2stage,12.8,50.4
104,apgd2,5.0,0.0,baard_3stage,17.9,61.1
105,apgd2,5.0,0.0,lid,0.0,0.0
106,apgd2,5.0,0.0,rc,35.699999999999996,0.3
107,apgd2,5.0,0.0,magnet,0.1,10.2
108,cw2,0.0,0.0,baard_2stage,12.8,19.0
109,cw2,0.0,0.0,baard_3stage,17.9,35.0
110,cw2,0.0,0.0,fs,36.7,30.3
111,cw2,0.0,0.0,lid,3.8,71.8
112,cw2,0.0,0.0,rc,36.0,57.199999999999996
113,cw2,0.0,0.0,magnet,0.1,82.1
114,cw2,10.0,0.0,baard_2stage,12.8,19.2
115,cw2,10.0,0.0,baard_3stage,17.9,36.6
116,cw2,10.0,0.0,fs,50.9,51.2
117,cw2,10.0,0.0,lid,0.0,0.0
118,cw2,10.0,0.0,rc,36.1,48.3
119,cw2,10.0,0.0,magnet,0.1,51.1
120,cw2,5.0,0.0,baard_2stage,12.8,18.6
121,cw2,5.0,0.0,baard_3stage,17.9,35.199999999999996
122,cw2,5.0,0.0,fs,34.2,32.9
123,cw2,5.0,0.0,lid,5.2,20.7
124,cw2,5.0,0.0,rc,35.9,55.400000000000006
125,cw2,5.0,0.0,magnet,0.1,72.3
126,cwinf,0.0,0.2,baard_2stage,12.8,22.900000000000002
127,cwinf,0.0,0.2,baard_3stage,17.9,38.0
128,cwinf,0.0,0.2,fs,50.9,49.7
129,cwinf,0.0,0.2,lid,1.6,17.0
130,cwinf,0.0,0.2,rc,35.9,35.3
131,cwinf,0.0,0.2,magnet,0.1,35.6
132,cwinf,5.0,0.3,baard_2stage,12.8,27.700000000000003
133,cwinf,5.0,0.3,baard_3stage,17.9,42.0
134,cwinf,5.0,0.3,fs,50.9,49.8
135,cwinf,5.0,0.3,lid,0.0,0.0
136,cwinf,5.0,0.3,rc,35.9,26.200000000000003
137,cwinf,5.0,0.3,magnet,0.1,14.7
138,deepfool,1e-06,7.000000000000001,baard_2stage,12.8,94.3
139,deepfool,1e-06,7.000000000000001,baard_3stage,17.9,94.69999999999999
140,deepfool,1e-06,7.000000000000001,fs,53.900000000000006,52.900000000000006
141,deepfool,1e-06,7.000000000000001,lid,1.2,64.2
142,deepfool,1e-06,7.000000000000001,rc,35.8,9.4
143,deepfool,1e-06,7.000000000000001,magnet,0.1,88.0
144,fgsm,0.031,60.199999999999996,baard_2stage,12.8,29.4
145,fgsm,0.031,60.199999999999996,baard_3stage,17.9,36.5
146,fgsm,0.031,60.199999999999996,fs,36.0,33.2
147,fgsm,0.031,60.199999999999996,lid,0.0,0.0
148,fgsm,0.031,60.199999999999996,rc,36.1,52.7
149,fgsm,0.031,60.199999999999996,magnet,0.1,63.2
150,fgsm,0.3,11.4,baard_2stage,12.8,100.0
151,fgsm,0.3,11.4,baard_3stage,17.9,100.0
152,fgsm,0.3,11.4,fs,51.0,50.8
153,fgsm,0.3,11.4,lid,1.9,26.8
154,fgsm,0.3,11.4,rc,35.8,11.200000000000001
155,fgsm,0.3,11.4,magnet,0.1,96.2
156,fgsm,0.6,11.0,baard_2stage,12.8,100.0
157,fgsm,0.6,11.0,baard_3stage,17.9,100.0
158,fgsm,0.6,11.0,fs,45.4,39.300000000000004
159,fgsm,0.6,11.0,lid,1.6,60.5
160,fgsm,0.6,11.0,rc,35.6,10.4
161,fgsm,0.6,11.0,magnet,0.1,100.0
162,fgsm,1.0,12.4,baard_2stage,12.8,100.0
163,fgsm,1.0,12.4,baard_3stage,17.9,100.0
164,fgsm,1.0,12.4,fs,19.7,7.7
165,fgsm,1.0,12.4,lid,1.5,71.39999999999999
166,fgsm,1.0,12.4,rc,35.099999999999994,11.200000000000001
167,fgsm,1.0,12.4,magnet,0.1,100.0
168,fgsm,1.5,12.4,baard_2stage,12.8,100.0
169,fgsm,1.5,12.4,baard_3stage,17.9,100.0
170,fgsm,1.5,12.4,fs,19.7,7.7
171,fgsm,1.5,12.4,lid,1.3,58.5
172,fgsm,1.5,12.4,rc,36.4,11.200000000000001
173,fgsm,1.5,12.4,magnet,0.1,100.0
174,line,0.0,78.10000000000001,baard_3stage,17.9,87.8
175,line,0.0,78.10000000000001,fs,47.099999999999994,47.599999999999994
176,line,0.0,78.10000000000001,lid,0.0,0.0
177,line,0.0,78.10000000000001,rc,35.699999999999996,54.900000000000006
178,line,0.0,78.10000000000001,magnet,0.1,79.7
179,line,0.5,93.30000000000001,baard_3stage,17.9,18.3
180,line,0.5,93.30000000000001,fs,51.0,49.5
181,line,0.5,93.30000000000001,lid,0.0,0.0
182,line,0.5,93.30000000000001,rc,35.5,59.699999999999996
183,line,0.5,93.30000000000001,magnet,0.1,88.5
184,line,1.0,75.3,baard_3stage,17.9,55.2
185,line,1.0,75.3,fs,18.8,13.900000000000002
186,line,1.0,75.3,lid,0.0,0.0
187,line,1.0,75.3,rc,36.199999999999996,52.5
188,line,1.0,75.3,magnet,0.1,74.5
189,watermark,0.1,98.5,baard_3stage,17.9,24.5
190,watermark,0.1,98.5,fs,64.60000000000001,67.2
191,watermark,0.1,98.5,lid,0.0,0.0
192,watermark,0.1,98.5,rc,36.1,65.60000000000001
193,watermark,0.1,98.5,magnet,0.1,92.80000000000001
194,watermark,0.3,93.89999999999999,baard_3stage,17.9,42.3
195,watermark,0.3,93.89999999999999,fs,99.4,99.5
196,watermark,0.3,93.89999999999999,lid,0.0,0.0
197,watermark,0.3,93.89999999999999,rc,36.1,63.4
198,watermark,0.3,93.89999999999999,magnet,0.1,88.8
199,watermark,0.6,79.9,baard_3stage,17.9,63.7
200,watermark,0.6,79.9,fs,35.3,35.4
201,watermark,0.6,79.9,lid,0.0,0.0
202,watermark,0.6,79.9,rc,35.699999999999996,52.900000000000006
203,watermark,0.6,79.9,magnet,0.1,68.7
204,watermark,1.0,49.4,baard_3stage,17.9,74.2
205,watermark,1.0,49.4,fs,39.1,37.1
206,watermark,1.0,49.4,lid,0.1,2.7
207,watermark,1.0,49.4,rc,35.8,32.800000000000004
208,watermark,1.0,49.4,magnet,0.1,37.1
