,Attack,Adv_param,Defence,FPR,Acc_on_adv
62,apgd1,3.0,fs,4.9,92.30000000000001
63,apgd1,3.0,lid,0.0,86.3
64,apgd1,3.0,rc,89.5,10.5
65,apgd1,3.0,magnet,0.1,89.4
66,apgd1,5.0,baard_2stage,12.8,79.10000000000001
67,apgd1,5.0,baard_3stage,17.9,81.6
68,apgd1,5.0,fs,4.9,90.10000000000001
69,apgd1,5.0,lid,0.0,76.2
70,apgd1,5.0,rc,89.5,10.5
71,apgd1,5.0,magnet,0.1,84.8
72,apgd2,0.3,baard_2stage,12.8,54.800000000000004
73,apgd2,0.3,baard_3stage,17.9,63.6
74,apgd2,0.3,fs,4.9,82.5
75,apgd2,0.3,lid,0.0,46.9
76,apgd2,0.3,rc,89.5,10.5
77,apgd2,0.3,magnet,0.1,69.69999999999999
78,apgd2,0.6,baard_2stage,12.8,28.9
79,apgd2,0.6,baard_3stage,17.9,45.6
80,apgd2,0.6,fs,4.9,77.60000000000001
81,apgd2,0.6,lid,4.3999999999999995,16.3
82,apgd2,0.6,rc,89.5,10.5
83,apgd2,0.6,magnet,0.1,46.6
84,apgd2,1.0,baard_2stage,12.8,26.6
85,apgd2,1.0,baard_3stage,17.9,46.7
86,apgd2,1.0,fs,4.9,72.2
87,apgd2,1.0,lid,3.6999999999999997,10.6
88,apgd2,1.0,rc,89.5,10.5
89,apgd2,1.0,magnet,0.1,32.9
90,apgd2,1.5,baard_2stage,12.8,30.099999999999998
91,apgd2,1.5,baard_3stage,17.9,48.199999999999996
92,apgd2,1.5,fs,4.9,60.9
93,apgd2,1.5,lid,1.5,3.4000000000000004
94,apgd2,1.5,rc,89.5,10.5
95,apgd2,1.5,magnet,0.1,23.5
96,apgd2,2.0,baard_2stage,12.8,32.7
97,apgd2,2.0,baard_3stage,17.9,48.8
98,apgd2,2.0,fs,4.9,44.9
99,apgd2,2.0,lid,0.0,0.0
100,apgd2,2.0,rc,89.5,10.5
101,apgd2,2.0,magnet,0.1,17.8
102,apgd2,3.0,baard_2stage,12.8,39.7
103,apgd2,3.0,baard_3stage,17.9,55.2
104,apgd2,3.0,fs,4.9,27.800000000000004
105,apgd2,3.0,lid,0.0,0.0
106,apgd2,3.0,rc,89.5,10.5
107,apgd2,3.0,magnet,0.1,12.2
108,apgd2,5.0,baard_2stage,12.8,50.4
109,apgd2,5.0,baard_3stage,17.9,61.1
110,apgd2,5.0,fs,4.9,9.2
111,apgd2,5.0,lid,0.0,0.0
112,apgd2,5.0,rc,89.5,10.5
113,apgd2,5.0,magnet,0.1,10.2
114,cw2,0.0,baard_2stage,12.8,19.0
115,cw2,0.0,baard_3stage,99.9,100.0
116,cw2,0.0,fs,4.9,1.7999999999999998
117,cw2,0.0,lid,3.8,71.8
118,cw2,0.0,rc,89.5,10.5
119,cw2,0.0,magnet,0.1,82.1
120,cw2,10.0,baard_2stage,12.8,19.2
121,cw2,10.0,baard_3stage,17.9,36.6
122,cw2,10.0,fs,4.9,83.1
123,cw2,10.0,lid,0.0,0.0
124,cw2,10.0,rc,89.5,10.5
125,cw2,10.0,magnet,0.1,51.1
126,cw2,5.0,baard_2stage,12.8,18.6
127,cw2,5.0,baard_3stage,17.9,35.199999999999996
128,cw2,5.0,fs,4.9,92.10000000000001
129,cw2,5.0,lid,5.2,20.7
130,cw2,5.0,rc,89.5,10.5
131,cw2,5.0,magnet,0.1,72.3
132,cwinf,0.0,baard_2stage,12.8,23.1
133,cwinf,0.0,baard_3stage,17.9,38.1
134,cwinf,0.0,fs,4.9,42.3
135,cwinf,0.0,lid,1.6,17.2
136,cwinf,0.0,rc,89.5,10.5
137,cwinf,0.0,magnet,0.1,35.6
138,cwinf,5.0,baard_2stage,12.8,28.000000000000004
139,cwinf,5.0,baard_3stage,17.9,42.199999999999996
140,cwinf,5.0,fs,4.9,44.0
141,cwinf,5.0,lid,0.0,0.3
142,cwinf,5.0,rc,89.5,10.5
143,cwinf,5.0,magnet,0.1,14.7
144,deepfool,1e-06,baard_2stage,12.8,94.3
145,deepfool,1e-06,baard_3stage,17.9,94.69999999999999
146,deepfool,1e-06,fs,4.9,10.2
147,deepfool,1e-06,lid,1.2,64.7
148,deepfool,1e-06,rc,89.5,10.5
149,deepfool,1e-06,magnet,0.1,88.0
150,fgsm,0.031,baard_2stage,12.8,74.6
151,fgsm,0.031,baard_3stage,17.9,79.3
152,fgsm,0.031,fs,4.9,70.0
153,fgsm,0.031,lid,0.0,60.199999999999996
154,fgsm,0.031,rc,89.5,10.5
155,fgsm,0.031,magnet,0.1,63.2
156,fgsm,0.3,baard_2stage,12.8,100.0
157,fgsm,0.3,baard_3stage,17.9,100.0
158,fgsm,0.3,fs,4.9,20.4
159,fgsm,0.3,lid,1.9,35.099999999999994
160,fgsm,0.3,rc,89.5,10.5
161,fgsm,0.3,magnet,0.1,96.2
162,fgsm,0.6,baard_2stage,12.8,100.0
163,fgsm,0.6,baard_3stage,17.9,100.0
164,fgsm,0.6,fs,4.9,11.200000000000001
165,fgsm,0.6,lid,1.6,63.9
166,fgsm,0.6,rc,89.5,10.5
167,fgsm,0.6,magnet,0.1,100.0
168,fgsm,1.0,baard_2stage,12.8,100.0
169,fgsm,1.0,baard_3stage,17.9,100.0
170,fgsm,1.0,fs,4.9,12.4
171,fgsm,1.0,lid,1.5,74.5
172,fgsm,1.0,rc,89.5,10.5
173,fgsm,1.0,magnet,0.1,100.0
174,fgsm,1.5,baard_2stage,12.8,100.0
175,fgsm,1.5,baard_3stage,17.9,100.0
176,fgsm,1.5,fs,4.9,12.4
177,fgsm,1.5,lid,1.3,63.800000000000004
178,fgsm,1.5,rc,89.5,10.5
179,fgsm,1.5,magnet,0.1,100.0
180,line,0.0,baard_3stage,17.9,98.8
181,line,0.0,fs,4.9,93.10000000000001
182,line,0.0,lid,0.0,78.10000000000001
183,line,0.0,rc,89.5,10.5
184,line,0.0,magnet,0.1,79.7
185,line,0.5,baard_3stage,17.9,94.8
186,line,0.5,fs,4.9,95.1
187,line,0.5,lid,0.0,93.30000000000001
188,line,0.5,rc,89.5,10.5
189,line,0.5,magnet,0.1,88.5
190,line,1.0,baard_3stage,17.9,89.0
191,line,1.0,fs,4.9,80.60000000000001
192,line,1.0,lid,0.0,75.3
193,line,1.0,rc,89.5,10.5
194,line,1.0,magnet,0.1,74.5
195,watermark,0.1,baard_3stage,17.9,98.7
196,watermark,0.1,fs,4.9,98.7
197,watermark,0.1,lid,0.0,98.5
198,watermark,0.1,rc,89.5,10.5
199,watermark,0.1,magnet,0.1,92.80000000000001
200,watermark,0.3,baard_3stage,17.9,97.2
201,watermark,0.3,fs,4.9,95.5
202,watermark,0.3,lid,0.0,93.89999999999999
203,watermark,0.3,rc,89.5,10.5
204,watermark,0.3,magnet,0.1,88.8
205,watermark,0.6,baard_3stage,17.9,92.30000000000001
206,watermark,0.6,fs,4.9,84.8
207,watermark,0.6,lid,0.0,79.9
208,watermark,0.6,rc,89.5,10.5
209,watermark,0.6,magnet,0.1,68.7
210,watermark,1.0,baard_3stage,17.9,86.3
211,watermark,1.0,fs,4.9,63.9
212,watermark,1.0,lid,0.1,51.7
213,watermark,1.0,rc,89.5,10.5
214,watermark,1.0,magnet,0.1,37.1
