,Attack,Epsilon,Without Defence,Defence,False Positive Rate,Score
76,cw2,10.0,0.2,baard_2stage,6.9,100.0
77,cw2,10.0,0.2,baard_3stage,8.1,100.0
78,cw2,10.0,0.2,fs,47.4,54.400000000000006
79,cw2,10.0,0.2,lid,2.5,36.5
80,cw2,10.0,0.2,rc,0.0,0.2
81,cw2,5.0,0.0,baard_2stage,4.3999999999999995,98.2
82,cw2,5.0,0.0,baard_3stage,5.1,98.2
83,cw2,5.0,0.0,fs,37.6,38.9
84,cw2,5.0,0.0,lid,4.2,50.0
85,cw2,5.0,0.0,rc,0.2,0.0
86,cwinf,0.0,0.8,baard_2stage,4.3999999999999995,71.89999999999999
87,cwinf,0.0,0.8,baard_3stage,5.1,90.8
88,cwinf,0.0,0.8,fs,60.099999999999994,63.0
89,cwinf,0.0,0.8,lid,3.5999999999999996,56.10000000000001
90,cwinf,0.0,0.8,rc,0.2,2.1999999999999997
91,cwinf,5.0,6.9,baard_2stage,4.3999999999999995,87.4
92,cwinf,5.0,6.9,baard_3stage,5.1,87.4
93,cwinf,5.0,6.9,fs,60.4,61.6
94,cwinf,5.0,6.9,lid,5.1,39.4
95,cwinf,5.0,6.9,rc,0.1,6.9
96,deepfool,1e-06,0.3,baard_2stage,6.9,99.8
97,deepfool,1e-06,0.3,baard_3stage,8.1,100.0
98,deepfool,1e-06,0.3,fs,0.0,6.6000000000000005
99,deepfool,1e-06,0.3,lid,2.6,80.10000000000001
100,deepfool,1e-06,0.3,rc,0.1,0.2
101,fgsm,0.05,94.1,baard_2stage,6.9,94.8
102,fgsm,0.05,94.1,baard_3stage,8.1,95.39999999999999
103,fgsm,0.05,94.1,fs,49.5,47.199999999999996
104,fgsm,0.05,94.1,lid,5.5,12.7
105,fgsm,0.05,94.1,rc,0.1,95.3
106,fgsm,0.2,6.2,baard_2stage,6.9,100.0
107,fgsm,0.2,6.2,baard_3stage,8.1,100.0
108,fgsm,0.2,6.2,fs,49.5,47.199999999999996
109,fgsm,0.2,6.2,lid,5.1,40.6
110,fgsm,0.2,6.2,rc,0.2,6.800000000000001
111,fgsm,0.4,0.1,baard_2stage,4.3999999999999995,100.0
112,fgsm,0.4,0.1,baard_3stage,5.1,100.0
113,fgsm,0.4,0.1,fs,48.1,49.2
114,fgsm,0.4,0.1,lid,4.2,14.7
115,fgsm,0.4,0.1,rc,0.1,0.1
116,fgsm,1.0,0.0,baard_2stage,4.3999999999999995,100.0
117,fgsm,1.0,0.0,baard_3stage,5.1,100.0
118,fgsm,1.0,0.0,fs,0.0,6.3
119,fgsm,1.0,0.0,lid,1.0999999999999999,83.2
120,fgsm,1.0,0.0,rc,0.1,0.0
