,Attack,Adv_param,Defence,FPR,Acc_on_adv
121,cw2,10.0,baard_3stage,9.5,100.0
122,cw2,10.0,fs,4.8,94.19999999999999
123,cw2,10.0,lid,7.7,28.7
124,cw2,10.0,magnet,0.2,97.0
125,cw2,10.0,rc,1.5,0.0
126,cw2,5.0,baard_2stage,6.2,100.0
127,cw2,5.0,baard_3stage,9.5,100.0
128,cw2,5.0,fs,4.8,99.8
129,cw2,5.0,lid,7.6,28.599999999999998
130,cw2,5.0,magnet,0.2,93.30000000000001
131,cw2,5.0,rc,1.5,13.200000000000001
132,cwinf,0.0,baard_2stage,6.2,100.0
133,cwinf,0.0,baard_3stage,9.5,100.0
134,cwinf,0.0,fs,4.8,99.9
135,cwinf,0.0,lid,5.1,48.0
136,cwinf,0.0,magnet,0.2,75.7
137,cwinf,0.0,rc,1.5,60.9
138,cwinf,5.0,baard_2stage,6.2,100.0
139,cwinf,5.0,baard_3stage,9.5,100.0
140,cwinf,5.0,fs,4.8,92.4
141,cwinf,5.0,lid,3.1,65.2
142,cwinf,5.0,magnet,0.2,69.89999999999999
143,cwinf,5.0,rc,1.5,60.5
144,deepfool,1e-06,baard_2stage,6.2,100.0
145,deepfool,1e-06,baard_3stage,9.5,100.0
146,deepfool,1e-06,fs,4.8,56.3
147,deepfool,1e-06,lid,1.5,59.699999999999996
148,deepfool,1e-06,magnet,0.2,98.6
149,deepfool,1e-06,rc,1.5,3.8
150,fgsm,0.063,baard_2stage,6.2,100.0
151,fgsm,0.063,baard_3stage,9.5,100.0
152,fgsm,0.063,fs,4.8,99.7
153,fgsm,0.063,lid,3.8,88.4
154,fgsm,0.063,magnet,0.2,100.0
155,fgsm,0.063,rc,1.5,85.3
156,fgsm,0.3,baard_2stage,6.2,100.0
157,fgsm,0.3,baard_3stage,9.5,100.0
158,fgsm,0.3,fs,4.8,92.2
159,fgsm,0.3,lid,3.0,64.8
160,fgsm,0.3,magnet,0.2,100.0
161,fgsm,0.3,rc,1.5,8.200000000000001
162,fgsm,0.6,baard_2stage,6.2,100.0
163,fgsm,0.6,baard_3stage,9.5,100.0
164,fgsm,0.6,fs,4.8,66.2
165,fgsm,0.6,lid,0.2,58.599999999999994
166,fgsm,0.6,magnet,0.2,100.0
167,fgsm,0.6,rc,1.5,1.0999999999999999
168,fgsm,1.0,baard_2stage,6.2,100.0
169,fgsm,1.0,baard_3stage,9.5,100.0
170,fgsm,1.0,fs,4.8,47.099999999999994
171,fgsm,1.0,lid,0.3,57.4
172,fgsm,1.0,magnet,0.2,100.0
173,fgsm,1.0,rc,1.5,0.7000000000000001
174,fgsm,1.5,baard_2stage,6.2,100.0
175,fgsm,1.5,baard_3stage,9.5,100.0
176,fgsm,1.5,fs,4.8,47.099999999999994
177,fgsm,1.5,lid,0.4,61.5
178,fgsm,1.5,magnet,0.2,100.0
179,fgsm,1.5,rc,1.5,0.7000000000000001
180,line,0.0,baard_3stage,9.5,99.7
181,line,0.0,fs,4.8,100.0
182,line,0.0,lid,0.0,99.6
183,line,0.0,magnet,0.2,99.3
184,line,0.0,rc,1.5,97.3
185,line,0.5,baard_3stage,9.5,99.8
186,line,0.5,fs,4.8,100.0
187,line,0.5,lid,0.0,99.0
188,line,0.5,magnet,0.2,99.6
189,line,0.5,rc,1.5,96.89999999999999
190,line,1.0,baard_3stage,9.5,100.0
191,line,1.0,fs,4.8,99.1
192,line,1.0,lid,0.1,96.8
193,line,1.0,magnet,0.2,98.4
194,line,1.0,rc,1.5,92.5
195,shadow,0.3,baard_2stage,6.2,100.0
196,shadow,0.3,baard_3stage,9.5,100.0
197,shadow,0.3,fs,4.8,100.0
198,shadow,0.3,lid,0.0,99.8
199,shadow,0.3,magnet,0.2,100.0
200,shadow,0.3,rc,1.5,98.3
201,watermark,0.1,baard_2stage,6.2,99.8
202,watermark,0.1,baard_3stage,9.5,99.9
203,watermark,0.1,fs,4.8,100.0
204,watermark,0.1,lid,0.0,99.8
205,watermark,0.1,magnet,0.2,99.8
206,watermark,0.1,rc,1.5,98.5
207,watermark,0.3,baard_2stage,6.2,98.7
208,watermark,0.3,baard_3stage,9.5,99.2
209,watermark,0.3,fs,4.8,100.0
210,watermark,0.3,lid,0.0,98.4
211,watermark,0.3,magnet,0.2,99.0
212,watermark,0.3,rc,1.5,97.39999999999999
213,watermark,0.6,baard_2stage,6.2,95.3
214,watermark,0.6,baard_3stage,9.5,96.3
215,watermark,0.6,fs,4.8,98.4
216,watermark,0.6,lid,0.0,93.7
217,watermark,0.6,magnet,0.2,93.60000000000001
218,watermark,0.6,rc,1.5,91.7
219,watermark,1.0,baard_2stage,6.2,84.3
220,watermark,1.0,baard_3stage,9.5,88.6
221,watermark,1.0,fs,4.8,90.3
222,watermark,1.0,lid,1.2,75.1
223,watermark,1.0,magnet,0.2,73.3
224,watermark,1.0,rc,1.5,73.2
